"Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
3.43917215269358,1.78418712787965,14.837804037252,6.91112245898694,39.8825592896901,1,0,531.146019077677,1,0,58799.2389600246
1.27346538238258,6.62369483207259,54.582797398402,6.12870327662677,27.2252858767752,1,0,399.817822287789,0,0,64210.1133871244
-5.10663359418251,0.288749902026134,3.47738634004308,-7.653375454247,25.7404644577764,1,0,378.095883886296,0,0,64097.5828043812
-1.56703507578316,3.32504664037593,31.4540052938443,4.25373109988868,33.9603022392839,0,1,432.504107917644,0,0,62940.9279574494
2.62488904123974,8.67175804819363,72.7478408279498,-5.29462283942848,29.819926652126,0,1,383.451484468454,0,0,64158.3412402054
-4.28707146193606,4.23523139332483,35.4119269425276,-8.50086497608572,32.9189350048546,1,0,413.068415756956,0,0,63480.922158436
4.42550488916154,0.701435445490775,12.1029562201033,8.71292294468731,36.9313303055242,1,0,499.10793220945,1,0,63690.0562954597
-5.56499102692616,0.260800224252832,3.09991920399045,-6.85664349701256,26.0339889524039,1,0,357.068355475457,1,0,63124.2828951513
-0.745517157863942,6.74756393056687,55.3934168548981,2.94114700052887,35.4253104596864,1,0,483.539559097735,0,0,64124.8756536699
5.6724853662088,3.94609327375941,31.9969257642278,-6.52964507695287,39.2294726101682,0,0,537.130613644994,0,0,60419.8785293435
-6.3228263374015,4.0619944352361,43.5266780143726,-9.59851981606334,29.1665397607721,1,0,380.923374278367,1,0,64454.0375806068
2.18296643497641,3.27724150921545,45.0040925754853,0.426276926882565,28.7410987785552,0,0,366.772915117045,0,0,64424.5295915073
-5.15566469461354,1.79295252534528,15.1543143812236,-8.27444213442504,27.3915322020184,1,0,393.679189859887,1,0,65926.0611383541
2.43574288492181,7.00971525414714,58.562338676167,-4.33995307888836,26.0744508402422,0,1,370.491209580488,0,0,63176.292605302
-2.84017569986973,5.36290939674104,43.3971092527648,-1.59130197949708,33.3615637465846,1,0,415.498664884368,1,0,62086.0867683535
-2.14794089600762,2.86514815142585,23.3900932393502,1.74556248355657,32.3475557740312,1,0,433.424981143721,0,0,64420.2167433454
-1.99025869470767,1.95366815390509,16.4368476592077,6.13388859201223,32.4143854284193,0,1,416.676158468808,0,0,64547.8740941504
-2.94105561556712,2.49453886563422,22.5054433187248,-5.96009582281113,38.3255737775471,1,0,467.675935556189,1,1,63714.5755980422
-1.20417564076752,1.01315519179462,105.166882117145,-0.811506565660238,25.5505653971341,1,0,350.459993048882,1,1,62807.1423341578
-2.25155197864121,2.79440515702679,22.7412290236699,-1.03713772259653,28.0561572033912,1,0,377.987386040397,0,0,64498.1226263222
-1.72210550248246,0.29092919836706,2.71397279832239,4.67495516408235,32.7067170874216,0,1,438.045198251193,0,0,63846.1207751268
-0.191432234038189,0.824257246561186,7.85118062067931,4.29509621113539,28.5450983350165,0,0,390.841634274842,0,0,63591.9155421915
1.40290412936936,0.859823090602039,11.0894320229056,6.62443957757205,33.6315350478981,1,0,471.6241892394,0,0,64153.5832945183
1.92527898817571,2.26724313962967,18.5971086319459,7.73132241796702,32.2338686720468,1,0,438.563437835243,0,0,63812.4545596287
2.57114386398675,2.32075901906024,19.6328848859735,9.05289147980511,33.5402903310023,1,0,437.462185759813,0,0,64461.0020274776
